DATE,MONTH,ROMA_cloud_cover,ROMA_humidity,ROMA_pressure,ROMA_global_radiation,ROMA_sunshine,ROMA_temp_mean,ROMA_temp_min,ROMA_temp_max
20050221,2,7,0.74,1.001,0.17,0.0,6.5,4.8,8.2
20050222,2,6,0.64,1.0037,0.7,0.5,6.4,4.0,8.8
20050223,2,6,0.72,1.0069,1.09,6.2,6.5,3.0,10.0
20050224,2,7,0.82,1.0119,0.31,0.0,6.8,5.0,8.6
20050225,2,6,0.73,1.0086,1.06,3.7,8.2,5.0,11.4
20050226,2,7,0.9,1.0039,0.31,0.0,4.9,2.8,7.0
20050227,2,5,0.75,1.0018,0.75,2.6,4.2,1.4,7.0
20050228,2,6,0.74,1.0042,0.71,3.0,4.1,0.8,7.4
20050301,3,3,0.54,1.006,1.72,9.2,3.0,-0.4,6.4
20050302,3,1,0.56,1.008,1.77,9.7,2.9,-1.2,7.0
20050303,3,4,0.72,1.0119,0.8,2.4,4.5,-0.8,9.8
20050304,3,8,0.91,1.0063,0.14,0.0,7.4,5.6,9.2
20050305,3,6,0.64,1.001,1.63,7.7,6.3,3.4,9.2
20050306,3,6,0.7,1.0048,0.77,3.4,5.4,2.4,8.4
20050307,3,4,0.59,1.0095,1.52,6.3,5.3,1.4,9.2
20050308,3,1,0.47,1.0161,1.9,9.8,4.8,0.4,9.2
20050309,3,3,0.64,1.0219,1.69,8.3,5.2,-1.0,11.4
20050310,3,1,0.67,1.0205,1.75,8.8,7.2,1.8,12.6
20050311,3,2,0.69,1.022,1.83,9.4,6.5,1.0,12.0
20050312,3,7,0.75,1.0138,1.05,4.6,9.5,6.8,12.2
20050313,3,5,0.7,1.0119,1.27,6.3,10.6,7.8,13.4
20050314,3,3,0.75,1.0192,1.71,7.7,10.6,6.0,15.2
20050315,3,1,0.67,1.0246,1.96,9.5,9.9,3.8,16.0
20050316,3,0,0.66,1.03,1.91,10.0,11.7,5.2,18.2
20050317,3,0,0.65,1.031,2.0,10.2,12.1,5.8,18.4
20050318,3,0,0.64,1.0285,2.05,10.0,11.9,4.8,19.0
20050319,3,0,0.65,1.0221,2.08,10.5,11.3,5.0,17.6
20050320,3,2,0.66,1.0179,2.09,10.5,11.2,5.4,17.0
20050321,3,1,0.74,1.0168,2.07,10.0,11.3,5.4,17.2
20050322,3,3,0.71,1.0192,1.93,9.0,11.5,5.0,18.0
20050323,3,5,0.82,1.022,1.32,3.8,13.2,8.8,17.6
20050324,3,6,0.66,1.0208,1.63,6.3,15.0,10.0,20.0
20050325,3,6,0.78,1.018,1.66,5.1,14.8,11.2,18.4
20050326,3,7,0.7,1.0125,1.22,1.0,15.0,11.0,19.0
20050327,3,8,0.89,1.0078,0.95,1.6,14.1,11.6,16.6
20050328,3,5,0.84,1.0103,1.26,4.5,13.5,10.2,16.8
20050329,3,5,0.85,1.0148,1.66,4.5,12.3,8.0,16.6
20050330,3,6,0.78,1.0131,1.97,8.4,12.8,8.2,17.4
20050331,3,5,0.66,1.0133,2.09,8.2,13.3,8.0,18.6
20050401,4,3,0.67,1.0181,2.09,8.5,13.2,7.8,18.6
20050402,4,4,0.67,1.0236,2.0,9.8,11.8,7.8,15.8
20050403,4,4,0.67,1.0271,1.92,6.8,10.6,6.0,15.2
20050404,4,2,0.64,1.0279,2.16,9.1,10.9,4.8,17.0
20050405,4,4,0.72,1.0272,1.68,7.0,11.1,6.0,16.2
20050406,4,2,0.64,1.0258,2.38,9.9,12.4,6.8,18.0
20050407,4,3,0.66,1.0207,2.22,9.8,13.1,8.2,18.0
20050408,4,6,0.74,1.0104,1.68,4.4,12.6,8.8,16.4
20050409,4,8,0.85,1.0059,0.14,0.0,11.8,8.8,14.8
20050410,4,8,0.97,1.0036,0.21,0.0,10.0,7.8,12.2
20050411,4,6,0.78,1.0066,1.07,2.4,11.2,7.6,14.8
20050412,4,4,0.68,1.0101,1.42,2.7,11.7,6.2,17.2
20050413,4,4,0.74,1.0094,2.41,9.1,11.6,6.8,16.4
20050414,4,3,0.74,1.0116,2.34,10.7,12.4,8.2,16.6
20050415,4,3,0.75,1.0113,2.5,10.7,12.7,7.8,17.6
20050416,4,6,0.76,1.0056,0.58,1.8,11.2,8.8,13.6
20050417,4,5,0.78,0.9998,0.89,2.8,10.7,7.6,13.8
20050418,4,3,0.72,1.0026,2.18,6.4,10.5,5.0,16.0
20050419,4,7,0.8,1.0069,1.28,1.6,14.2,10.8,17.6
20050420,4,5,0.74,1.0088,1.56,4.4,12.7,10.2,15.2
20050421,4,4,0.74,1.008,2.26,10.0,11.3,6.6,16.0
20050422,4,2,0.77,1.0145,2.0,9.9,11.1,6.0,16.2
20050423,4,3,0.76,1.0191,2.44,9.7,12.0,6.8,17.2
20050424,4,6,0.62,1.0178,1.58,2.8,13.6,8.8,18.4
20050425,4,7,0.84,1.0134,0.94,1.6,15.6,12.6,18.6
20050426,4,2,0.68,1.0163,2.66,10.6,14.7,9.2,20.2
20050427,4,0,0.72,1.0193,2.74,12.4,15.1,9.2,21.0
20050428,4,2,0.68,1.0194,2.73,12.4,15.7,9.4,22.0
20050429,4,3,0.72,1.0177,2.5,10.0,16.6,10.0,23.2
20050430,4,2,0.72,1.0166,2.69,12.7,18.2,13.2,23.2
20050501,5,1,0.72,1.0183,2.7,12.1,17.0,11.6,22.4
20050502,5,1,0.66,1.0213,2.76,12.6,18.3,11.2,25.4
20050503,5,3,0.64,1.0213,2.58,10.9,17.9,12.0,23.8
20050504,5,5,0.66,1.0144,2.22,6.6,18.6,14.0,23.2
20050505,5,5,0.84,1.0089,2.04,6.7,16.8,13.8,19.8
20050506,5,2,0.69,1.0061,2.84,11.7,16.1,11.0,21.2
20050507,5,1,0.65,1.0102,2.82,11.8,15.8,9.4,22.2
20050508,5,4,0.78,1.0085,1.82,7.6,16.2,12.6,19.8
20050509,5,3,0.7,1.0106,2.77,9.8,16.8,13.6,20.0
20050510,5,6,0.69,1.0126,1.33,2.6,17.8,15.0,20.6
20050511,5,4,0.74,1.0127,2.24,7.0,18.3,12.8,23.8
20050512,5,3,0.67,1.013,2.67,12.2,18.6,12.8,24.4
20050513,5,5,0.69,1.0162,1.75,5.2,19.3,15.0,23.6
20050514,5,5,0.63,1.0151,1.5,5.4,19.7,14.6,24.8
20050515,5,4,0.6,1.015,2.78,10.0,18.9,14.2,23.6
20050516,5,4,0.54,1.0139,2.89,12.0,18.4,13.0,23.8
20050517,5,7,0.73,1.0107,0.9,1.6,19.0,15.4,22.6
20050518,5,7,0.8,1.0097,1.59,5.6,16.5,14.8,18.2
20050519,5,5,0.64,1.0158,2.49,11.2,17.8,13.4,22.2
20050520,5,1,0.61,1.0192,3.08,12.0,17.6,10.6,24.6
20050521,5,2,0.57,1.018,3.04,12.4,17.8,11.0,24.6
20050522,5,4,0.76,1.0163,2.5,6.8,18.6,13.0,24.2
20050523,5,4,0.56,1.0152,2.4,7.4,19.7,14.2,25.2
20050524,5,3,0.7,1.0168,2.93,10.9,19.8,15.0,24.6
20050525,5,1,0.62,1.0187,2.84,12.0,20.9,14.6,27.2
20050526,5,1,0.55,1.0181,2.96,12.4,21.8,14.8,28.8
20050527,5,1,0.62,1.0175,2.89,11.4,22.4,16.8,28.0
20050528,5,2,0.63,1.0163,2.66,10.0,24.1,18.2,30.0
20050529,5,2,0.66,1.016,2.32,8.4,23.2,16.6,29.8
20050530,5,3,0.68,1.0156,2.7,10.0,23.3,16.8,29.8
20050531,5,4,0.76,1.0149,2.04,6.6,22.1,18.0,26.2
20050601,6,3,0.67,1.0142,2.76,10.2,21.7,16.0,27.4
20050602,6,3,0.69,1.0142,2.55,10.8,22.5,18.0,27.0
20050603,6,2,0.71,1.0153,2.85,12.5,22.5,16.6,28.4
20050604,6,2,0.66,1.016,2.63,10.7,23.3,17.8,28.8
20050605,6,4,0.82,1.0141,2.38,9.9,22.8,19.2,26.4
20050606,6,4,0.74,1.0124,2.51,7.3,21.7,17.2,26.2
20050607,6,2,0.68,1.0139,2.7,10.8,21.2,15.4,27.0
20050608,6,2,0.58,1.0187,3.16,10.9,19.3,14.6,24.0
20050609,6,6,0.58,1.0184,2.52,8.5,17.5,13.2,21.8
20050610,6,2,0.66,1.016,2.47,10.0,16.1,10.8,21.4
20050611,6,2,0.62,1.0162,2.42,8.5,17.1,11.8,22.4
20050612,6,4,0.72,1.0147,2.38,8.6,18.6,13.2,24.0
20050613,6,2,0.65,1.0131,2.98,11.1,21.1,15.0,27.2
20050614,6,3,0.7,1.014,1.69,4.8,22.3,17.4,27.2
20050615,6,5,0.78,1.0156,1.39,2.8,20.9,16.4,25.4
20050616,6,2,0.66,1.0164,2.2,8.5,21.9,15.2,28.6
20050617,6,3,0.62,1.0192,2.75,10.5,23.8,16.8,30.8
20050618,6,3,0.66,1.0174,2.73,10.1,24.3,18.4,30.2
20050619,6,2,0.7,1.0138,2.3,9.0,24.1,18.8,29.4
20050620,6,2,0.62,1.0127,2.66,12.1,24.5,18.2,30.8
20050621,6,1,0.62,1.0153,3.01,12.0,24.1,18.0,30.2
20050622,6,1,0.66,1.0185,3.01,13.1,24.4,18.8,30.0
20050623,6,2,0.66,1.0193,2.92,11.9,25.2,19.0,31.4
20050624,6,1,0.68,1.0175,2.9,12.8,26.2,20.2,32.2
20050625,6,2,0.7,1.0175,2.89,11.6,26.1,21.0,31.2
20050626,6,0,0.59,1.0185,2.95,12.6,26.9,20.6,33.2
20050627,6,0,0.66,1.0164,2.95,13.1,27.5,21.0,34.0
20050628,6,1,0.66,1.0142,2.84,12.3,28.7,22.8,34.6
20050629,6,0,0.62,1.0108,2.86,12.0,27.6,21.8,33.4
20050630,6,2,0.69,1.0089,2.81,12.1,27.7,24.2,31.2
20050701,7,2,0.78,1.0103,2.54,10.4,25.8,22.2,29.4
20050702,7,1,0.59,1.0116,3.0,13.1,25.6,19.2,32.0
20050703,7,1,0.48,1.013,3.05,12.4,25.2,18.4,32.0
20050704,7,1,0.58,1.0119,2.86,12.0,23.8,17.8,29.8
20050705,7,4,0.66,1.0104,2.08,8.2,24.7,20.4,29.0
20050706,7,2,0.7,1.0092,2.57,10.2,24.2,19.4,29.0
20050707,7,1,0.78,1.0102,2.99,12.6,23.3,19.4,27.2
20050708,7,3,0.69,1.012,2.7,11.0,23.4,20.0,26.8
20050709,7,3,0.74,1.0132,2.76,11.8,22.5,18.4,26.6
20050710,7,3,0.72,1.0152,2.85,12.4,22.4,17.8,27.0
20050711,7,4,0.76,1.0149,1.64,6.8,22.1,18.4,25.8
20050712,7,2,0.63,1.0154,2.87,12.0,24.0,17.8,30.2
20050713,7,3,0.58,1.016,2.72,10.0,24.8,19.6,30.0
20050714,7,1,0.55,1.0167,2.52,11.8,24.7,18.8,30.6
20050715,7,0,0.5,1.0189,2.99,12.5,25.7,18.4,33.0
20050716,7,0,0.62,1.0178,2.94,12.0,26.0,19.2,32.8
20050717,7,0,0.6,1.0162,2.89,12.1,26.4,20.4,32.4
20050718,7,1,0.48,1.0149,2.74,11.5,26.7,19.8,33.6
20050719,7,2,0.68,1.0148,2.62,11.5,26.8,22.0,31.6
20050720,7,0,0.66,1.0175,2.9,12.5,25.2,19.8,30.6
20050721,7,2,0.73,1.0131,2.72,11.5,25.5,21.0,30.0
20050722,7,2,0.68,1.0097,2.7,10.9,24.4,19.4,29.4
20050723,7,3,0.76,1.0082,2.74,11.2,25.1,21.8,28.4
20050724,7,1,0.66,1.011,2.82,11.6,24.9,18.8,31.0
20050725,7,0,0.64,1.0121,2.65,12.2,26.3,20.0,32.6
20050726,7,3,0.6,1.0116,1.97,6.3,26.7,20.0,33.4
20050727,7,0,0.59,1.0128,2.81,12.3,26.7,20.2,33.2
20050728,7,0,0.61,1.0144,2.71,12.0,28.2,20.4,36.0
20050729,7,1,0.52,1.0135,2.55,10.4,30.4,22.8,38.0
20050730,7,2,0.66,1.0115,2.11,8.9,27.1,21.2,33.0
20050731,7,1,0.68,1.011,2.71,11.1,27.0,21.6,32.4
20050801,8,0,0.7,1.0124,2.62,11.7,26.3,21.0,31.6
20050802,8,5,0.63,1.0119,1.66,5.5,26.6,21.8,31.4
20050803,8,5,0.76,1.0119,2.17,8.5,22.9,20.2,25.6
20050804,8,3,0.68,1.0117,2.65,11.2,24.7,19.8,29.6
20050805,8,0,0.51,1.0141,2.88,12.7,23.2,18.2,28.2
20050806,8,2,0.56,1.0117,2.76,11.7,23.0,16.0,30.0
20050807,8,3,0.67,1.0064,2.12,11.0,23.0,18.4,27.6
20050808,8,3,0.75,1.0079,1.94,9.0,23.3,18.8,27.8
20050809,8,1,0.66,1.0137,2.58,11.8,23.4,18.4,28.4
20050810,8,3,0.72,1.0145,2.21,9.0,23.9,18.4,29.4
20050811,8,6,0.69,1.0126,0.67,0.9,26.0,22.2,29.8
20050812,8,3,0.72,1.01,1.99,9.0,25.2,21.4,29.0
20050813,8,2,0.74,1.0138,2.25,11.5,25.0,20.8,29.2
20050814,8,1,0.68,1.0144,2.42,12.2,24.7,19.2,30.2
20050815,8,3,0.69,1.0095,2.28,11.4,23.8,19.0,28.6
20050816,8,1,0.6,1.011,2.6,12.5,21.8,15.4,28.2
20050817,8,1,0.59,1.0137,2.55,11.8,23.4,16.2,30.6
20050818,8,4,0.64,1.0153,1.8,6.2,24.1,18.8,29.4
20050819,8,4,0.68,1.0154,2.23,10.4,24.8,19.6,30.0
20050820,8,5,0.78,1.0146,1.9,6.6,24.1,20.4,27.8
20050821,8,6,0.7,1.0104,1.36,3.8,20.1,15.8,24.4
20050822,8,6,0.76,1.0083,1.13,3.4,19.2,16.0,22.4
20050823,8,4,0.78,1.0103,1.57,5.0,19.8,15.2,24.4
20050824,8,3,0.8,1.0128,2.36,11.8,21.5,17.0,26.0
20050825,8,2,0.78,1.0145,2.44,10.5,21.4,16.6,26.2
20050826,8,1,0.74,1.0171,2.36,11.0,22.4,17.2,27.6
20050827,8,3,0.74,1.017,2.27,10.4,23.1,17.8,28.4
20050828,8,6,0.82,1.0153,1.09,3.2,23.0,20.4,25.6
20050829,8,6,0.67,1.0177,1.95,8.4,24.9,19.4,30.4
20050830,8,4,0.68,1.0191,1.6,5.5,26.4,20.8,32.0
20050831,8,3,0.71,1.0158,1.74,7.5,24.3,18.0,30.6
20050901,9,1,0.72,1.0144,2.22,10.7,24.1,18.2,30.0
20050902,9,1,0.73,1.018,1.93,10.0,25.5,20.0,31.0
20050903,9,3,0.75,1.0202,1.99,9.5,24.8,19.4,30.2
20050904,9,4,0.75,1.0195,1.69,7.1,24.3,19.2,29.4
20050905,9,4,0.78,1.0175,1.82,7.0,22.6,17.8,27.4
20050906,9,3,0.7,1.015,2.13,10.8,21.5,16.2,26.8
20050907,9,5,0.8,1.0157,1.25,4.0,23.3,18.4,28.2
20050908,9,6,0.69,1.0184,0.84,2.0,22.1,17.8,26.4
20050909,9,6,0.65,1.0144,0.75,1.4,22.6,18.8,26.4
20050910,9,1,0.79,1.0125,1.93,10.1,21.5,16.8,26.2
20050911,9,4,0.78,1.0127,1.97,10.2,21.8,17.4,26.2
20050912,9,4,0.76,1.0143,1.68,7.5,22.5,18.6,26.4
20050913,9,5,0.75,1.0187,1.14,2.4,22.0,17.8,26.2
20050914,9,1,0.72,1.0191,1.81,9.2,21.8,16.2,27.4
20050915,9,0,0.65,1.0157,2.09,11.1,22.6,16.6,28.6
20050916,9,3,0.84,1.0104,1.86,7.9,21.5,18.0,25.0
20050917,9,7,0.85,1.0068,0.79,0.2,21.7,19.0,24.4
20050918,9,7,0.79,1.0084,1.61,6.0,21.4,19.2,23.6
20050919,9,5,0.82,1.014,1.68,7.7,20.8,17.6,24.0
20050920,9,5,0.77,1.0125,1.55,5.6,19.9,16.4,23.4
20050921,9,5,0.82,1.0132,1.06,2.4,18.6,14.8,22.4
20050922,9,5,0.82,1.016,1.14,4.9,18.8,15.0,22.6
20050923,9,2,0.74,1.0161,1.93,10.5,17.9,12.8,23.0
20050924,9,2,0.77,1.0161,1.8,9.4,19.0,14.0,24.0
20050925,9,3,0.78,1.0154,1.41,5.8,19.1,14.8,23.4
20050926,9,1,0.74,1.0192,1.68,9.8,19.9,14.6,25.2
20050927,9,4,0.78,1.0222,1.51,8.1,20.2,16.0,24.4
20050928,9,3,0.8,1.0223,1.64,9.5,20.3,16.0,24.6
20050929,9,5,0.8,1.0192,1.31,5.6,20.4,17.0,23.8
20050930,9,2,0.72,1.0134,1.68,9.7,19.6,15.0,24.2
20051001,10,0,0.56,1.0154,1.88,10.8,16.6,11.8,21.4
20051002,10,5,0.84,1.0147,0.66,3.4,15.9,10.8,21.0
20051003,10,6,0.94,1.0159,0.2,0.6,15.3,13.4,17.2
20051004,10,4,0.74,1.0177,1.36,6.7,16.5,12.2,20.8
20051005,10,5,0.79,1.0181,1.6,8.3,17.0,13.4,20.6
20051006,10,5,0.84,1.0184,0.74,2.6,15.6,11.8,19.4
20051007,10,7,0.94,1.0179,0.21,0.0,15.0,13.4,16.6
20051008,10,7,0.95,1.016,0.16,0.0,14.6,13.0,16.2
20051009,10,2,0.48,1.0182,1.7,10.0,15.9,10.2,21.6
20051010,10,2,0.82,1.0215,1.6,9.8,16.5,11.6,21.4
20051011,10,4,0.76,1.0206,1.17,5.6,16.8,12.4,21.2
20051012,10,4,0.8,1.0198,0.83,5.2,16.1,12.0,20.2
20051013,10,5,0.8,1.0192,1.17,4.3,17.3,13.2,21.4
20051014,10,2,0.82,1.0229,1.45,9.2,17.9,13.4,22.4
20051015,10,1,0.78,1.0252,1.48,9.2,17.6,12.6,22.6
20051016,10,1,0.76,1.0215,1.51,9.2,16.2,10.8,21.6
20051017,10,6,0.89,1.0181,0.57,0.4,16.0,12.8,19.2
20051018,10,4,0.74,1.0199,1.42,9.0,15.6,12.2,19.0
20051019,10,7,0.86,1.0223,0.22,0.0,15.0,12.8,17.2
20051020,10,7,0.92,1.0177,0.14,0.0,16.4,13.8,19.0
20051021,10,7,0.92,1.0147,0.19,0.0,16.3,13.4,19.2
20051022,10,5,0.92,1.0152,0.82,3.5,17.1,13.2,21.0
20051023,10,3,0.83,1.0178,1.23,7.4,18.1,14.0,22.2
20051024,10,1,0.8,1.0214,1.31,9.1,18.2,12.8,23.6
20051025,10,1,0.82,1.023,1.22,9.2,17.6,12.8,22.4
20051026,10,0,0.84,1.0237,1.28,9.0,17.2,12.4,22.0
20051027,10,1,0.87,1.0241,1.17,8.7,17.1,12.0,22.2
20051028,10,1,0.74,1.0234,1.23,8.7,16.8,11.6,22.0
20051029,10,0,0.72,1.023,1.26,9.2,15.8,10.0,21.6
20051030,10,0,0.73,1.0226,1.26,9.0,15.1,9.4,20.8
20051031,10,2,0.81,1.0209,1.09,7.0,14.7,9.6,19.8
20051101,11,6,0.95,1.0216,0.4,0.2,15.5,12.8,18.2
20051102,11,3,0.85,1.0211,1.0,6.8,16.8,13.6,20.0
20051103,11,2,0.82,1.0216,1.03,8.6,14.4,10.0,18.8
20051104,11,2,0.86,1.0219,0.93,7.5,14.7,9.8,19.6
20051105,11,7,0.94,1.0215,0.75,2.5,16.7,13.6,19.8
20051106,11,8,0.94,1.0215,0.23,0.0,16.0,14.6,17.4
20051107,11,3,0.93,1.0231,0.79,6.0,14.6,12.0,17.2
20051108,11,1,0.84,1.0243,1.06,8.5,13.4,9.0,17.8
20051109,11,2,0.86,1.0242,0.84,6.4,14.2,9.4,19.0
20051110,11,1,0.8,1.0277,1.02,8.2,14.2,9.8,18.6
20051111,11,1,0.82,1.0283,0.98,7.8,13.8,9.2,18.4
20051112,11,1,0.8,1.0231,1.03,8.0,12.5,7.8,17.2
20051113,11,4,0.82,1.0182,0.8,5.7,12.5,7.8,17.2
20051114,11,4,0.83,1.0204,0.64,3.2,14.7,11.0,18.4
20051115,11,5,0.8,1.0142,0.89,5.8,15.7,11.6,19.8
20051116,11,5,0.92,1.0027,0.41,0.6,15.3,11.8,18.8
20051117,11,6,0.86,1.0014,0.54,3.4,14.4,12.0,16.8
20051118,11,4,0.78,1.0089,0.75,4.6,10.9,8.6,13.2
20051119,11,2,0.62,1.016,1.0,8.4,8.6,4.8,12.4
20051120,11,0,0.66,1.0267,1.01,8.6,5.5,1.0,10.0
20051121,11,3,0.67,1.024,0.86,7.0,6.1,1.0,11.2
20051122,11,7,0.72,1.0147,0.2,0.0,7.9,6.6,9.2
20051123,11,5,0.58,1.009,0.82,5.2,7.4,5.0,9.8
20051124,11,4,0.76,1.0086,0.83,7.4,5.5,3.4,7.6
20051125,11,7,0.79,1.004,0.32,0.6,6.6,1.6,11.6
20051126,11,8,0.8,0.9986,0.29,0.0,11.8,10.4,13.2
20051127,11,7,0.76,0.998,0.29,0.6,9.8,8.0,11.6
20051128,11,4,0.74,1.0062,0.58,4.4,9.2,6.4,12.0
20051129,11,6,0.85,1.0099,0.3,1.2,7.9,4.6,11.2
20051130,11,7,0.88,1.0067,0.17,0.0,10.1,8.8,11.4
20051201,12,3,0.85,1.0102,0.59,5.1,7.3,4.4,10.2
20051202,12,3,0.78,1.0152,0.78,5.8,6.6,1.2,12.0
20051203,12,7,0.9,1.0101,0.17,0.0,11.7,10.0,13.4
20051204,12,4,0.8,1.0149,0.63,4.8,9.3,5.6,13.0
20051205,12,7,0.8,1.0069,0.55,3.8,12.7,10.0,15.4
20051206,12,6,0.81,1.0034,0.64,4.3,10.0,7.2,12.8
20051207,12,4,0.74,1.0121,0.78,7.4,8.3,5.0,11.6
20051208,12,3,0.66,1.0196,0.66,5.0,7.0,2.0,12.0
20051209,12,8,0.86,1.0146,0.07,0.5,8.6,7.8,9.4
20051210,12,3,0.64,1.0208,0.83,7.4,9.0,5.6,12.4
20051211,12,5,0.74,1.0188,0.28,1.5,6.6,3.8,9.4
20051212,12,6,0.8,1.0184,0.46,2.7,9.6,6.4,12.8
20051213,12,5,0.88,1.0169,0.37,0.0,8.2,4.8,11.6
20051214,12,3,0.8,1.0073,0.53,3.6,9.7,5.8,13.6
20051215,12,5,0.91,1.0115,0.16,0.0,5.8,4.0,7.6
20051216,12,6,0.84,1.0104,0.44,2.2,6.0,2.0,10.0
20051217,12,7,0.86,0.9978,0.38,2.1,10.3,7.4,13.2
20051218,12,2,0.54,1.0121,0.87,8.2,4.5,1.8,7.2
20051219,12,1,0.55,1.0269,0.83,8.2,2.4,-1.8,6.6
20051220,12,5,0.7,1.0284,0.23,0.0,4.1,0.2,8.0
20051221,12,4,0.82,1.0277,0.33,1.6,4.8,2.0,7.6
20051222,12,3,0.74,1.0287,0.74,7.1,4.3,-0.6,9.2
20051223,12,3,0.76,1.0247,0.6,5.7,5.4,2.0,8.8
20051224,12,1,0.79,1.0254,0.73,8.0,4.8,0.0,9.6
20051225,12,7,0.9,1.0192,0.1,0.0,6.2,3.6,8.8
20051226,12,7,0.82,1.009,0.34,1.1,9.1,6.8,11.4
20051227,12,7,0.8,1.0023,0.19,0.0,9.1,7.0,11.2
20051228,12,6,0.64,1.0024,0.34,2.0,7.8,6.2,9.4
20051229,12,6,0.67,1.0128,0.17,0.0,3.8,0.6,7.0
20051230,12,6,0.68,1.0174,0.67,4.0,2.4,-1.8,6.6
20051231,12,7,0.94,1.0177,0.05,0.0,6.7,2.4,11.0
20060101,1,8,0.94,1.0084,0.17,0.0,10.3,8.4,12.2
20060102,1,7,0.92,1.008,0.17,0.0,7.2,5.4,9.0
20060103,1,6,0.87,1.012,0.54,3.2,6.5,4.0,9.0
20060104,1,5,0.83,1.0127,0.17,0.0,6.3,3.8,8.8
20060105,1,5,0.76,1.0128,0.62,4.1,6.5,3.4,9.6
20060106,1,2,0.76,1.0174,0.91,7.9,6.0,2.2,9.8
20060107,1,1,0.78,1.0226,0.91,7.9,4.6,0.8,8.4
20060108,1,4,0.74,1.0246,0.91,7.8,4.1,0.0,8.2
20060109,1,1,0.74,1.0244,0.94,8.2,5.0,-0.2,10.2
20060110,1,2,0.72,1.0261,0.93,7.9,5.4,1.0,9.8
20060111,1,1,0.74,1.027,0.93,7.9,4.0,-0.8,8.8
20060112,1,0,0.73,1.0262,1.56,7.1,16.0,11.1,9.6
20060113,1,1,0.66,1.0292,0.88,7.0,4.5,0.2,8.8
20060114,1,2,0.74,1.0277,0.96,8.0,3.0,-2.2,8.2
20060115,1,4,0.67,1.0256,0.73,4.9,4.9,0.8,9.0
20060116,1,5,0.78,1.0248,0.62,3.6,4.0,0.0,8.0
20060117,1,3,0.73,1.0236,0.76,3.6,5.6,0.0,11.0
20060118,1,7,0.84,1.0126,0.19,0.0,8.4,6.8,10.0
20060119,1,2,0.56,1.0162,0.95,7.5,7.3,2.0,12.6
20060120,1,0,0.58,1.0259,1.04,8.5,5.2,-0.6,11.0
20060121,1,3,0.75,1.0222,0.82,5.6,5.1,-0.6,10.8
20060122,1,5,0.69,1.0155,0.53,2.4,5.9,1.4,10.4
20060123,1,2,0.56,1.0166,0.71,4.2,3.9,0.8,7.0
20060124,1,1,0.54,1.0213,0.91,6.5,3.0,-0.6,6.6
20060125,1,0,0.64,1.0213,1.08,8.5,2.0,-3.0,7.0
20060126,1,7,0.79,1.0171,0.62,3.1,4.0,0.8,7.2
20060127,1,8,0.77,1.0176,0.2,0.0,7.0,5.0,9.0
20060128,1,5,0.75,1.0211,0.42,1.2,9.9,6.6,13.2
20060129,1,7,0.84,1.0221,0.21,0.0,10.1,7.0,13.2
20060130,1,8,0.75,1.0166,0.21,0.0,9.4,6.2,12.6
20060131,1,4,0.59,1.0138,0.84,5.1,11.6,6.4,16.8
20060201,2,0,0.64,1.0132,1.17,8.8,10.1,3.4,16.8
20060202,2,0,0.68,1.0145,1.19,8.9,9.9,3.6,16.2
20060203,2,5,0.81,1.0144,0.6,2.5,7.8,3.2,12.4
20060204,2,7,0.76,1.0125,0.22,0.0,10.1,7.8,12.4
20060205,2,5,0.64,1.0123,0.72,3.5,6.5,1.8,11.2
20060206,2,1,0.52,1.0157,1.13,7.7,4.1,0.0,8.2
20060207,2,0,0.5,1.0191,1.26,9.1,3.6,-1.0,8.2
20060208,2,6,0.78,1.0135,0.23,0.0,2.8,-2.6,8.2
20060209,2,6,0.76,1.0055,0.84,4.4,8.7,4.6,12.8
20060210,2,4,0.73,1.0086,1.08,6.7,7.6,2.8,12.4
20060211,2,0,0.6,1.0159,1.31,9.1,6.3,0.8,11.8
20060212,2,4,0.7,1.0211,1.27,8.5,6.4,3.0,9.8
20060213,2,1,0.62,1.0211,1.36,9.4,4.6,-1.0,10.2
20060214,2,0,0.61,1.0231,1.38,9.5,4.6,-1.8,11.0
20060215,2,5,0.73,1.0211,1.56,9.5,5.8,0.0,11.4
20060216,2,8,0.85,1.009,0.26,0.0,9.8,8.4,11.2
20060217,2,5,0.8,1.0066,1.15,6.7,11.7,8.4,15.0
20060218,2,3,0.75,1.013,1.37,8.8,10.5,6.4,14.6
20060219,2,4,0.78,1.0129,1.28,7.8,11.2,7.6,14.8
20060220,2,6,0.82,1.0108,1.0,5.0,10.6,8.6,12.6
20060221,2,6,0.83,1.01,0.7,2.4,9.3,7.8,10.8
20060222,2,6,0.78,1.0151,1.2,6.6,9.7,7.0,12.4
20060223,2,7,0.85,1.0073,0.28,0.0,7.9,6.0,9.8
20060224,2,8,0.84,0.9994,0.28,0.0,8.6,7.2,10.0
20060225,2,6,0.76,1.005,0.85,3.3,8.3,4.2,12.4
20060226,2,2,0.72,1.0094,1.53,9.4,8.3,3.6,13.0
20060227,2,7,0.84,1.0048,0.29,0.0,7.7,6.4,9.0
20060228,2,4,0.7,1.0033,1.52,9.1,7.8,4.2,11.4
20060301,3,5,0.74,1.0079,1.13,4.8,8.3,4.6,12.0
20060302,3,5,0.62,1.0084,1.56,8.6,9.3,6.0,12.6
20060303,3,5,0.8,1.0145,0.82,2.3,7.7,3.0,12.4
